System,Package,Class,Name, COMP, NOCL, NOS, HLTH, HVOC, HEFF, HBUG, CREF, XMET, LMET, NLOC, NOC, NOA, MOD, HDIF, VDEC, EXCT, EXCR, CAST, TDN, HVOL, NAND, VREF, NOPR, MDN, NEXP, LOOP
"","org.apache.commons.lang3.concurrent","BackgroundInitializer","createTask",1,11,2,17,15,348.69,0.02,4,1,0,3,1,1,1,5.25,0,0,0,0,0,66.42,7,1,10,0,1,0
"","org.apache.commons.lang3.concurrent","BasicThreadFactory$Builder","daemon",1,8,3,19,16,342.00,0.03,2,1,0,4,1,1,1,4.50,0,0,0,0,0,76.00,9,2,10,0,2,0
"","org.apache.commons.lang3","ConversionTest","dbgPrint",3,0,11,65,31,4075.60,0.11,2,5,0,12,0,1,1,12.66,2,0,0,0,3,322.02,27,7,38,2,9,1
"","org.apache.commons.lang3.mutable","MutableByte","decrement",1,5,2,8,8,48.00,0.01,0,0,0,3,1,0,1,2.00,0,0,0,0,0,24.00,4,1,4,0,1,0
"","org.apache.commons.lang3.mutable","MutableDouble","decrement",1,5,2,8,8,48.00,0.01,0,0,0,3,1,0,1,2.00,0,0,0,0,0,24.00,4,1,4,0,1,0
"","org.apache.commons.lang3.mutable","MutableFloat","decrement",1,5,2,8,8,48.00,0.01,0,0,0,3,1,0,1,2.00,0,0,0,0,0,24.00,4,1,4,0,1,0
"","org.apache.commons.lang3.mutable","MutableInt","decrement",1,5,2,8,8,48.00,0.01,0,0,0,3,1,0,1,2.00,0,0,0,0,0,24.00,4,1,4,0,1,0
"","org.apache.commons.lang3.mutable","MutableLong","decrement",1,5,2,8,8,48.00,0.01,0,0,0,3,1,0,1,2.00,0,0,0,0,0,24.00,4,1,4,0,1,0
"","org.apache.commons.lang3.mutable","MutableShort","decrement",1,5,2,8,8,48.00,0.01,0,0,0,3,1,0,1,2.00,0,0,0,0,0,24.00,4,1,4,0,1,0
"","org.apache.commons.lang3","CharSetUtils","deepEmpty",4,7,9,38,23,1564.25,0.06,2,1,0,10,1,1,2,9.10,0,0,0,0,3,171.90,14,3,24,3,2,1
"","org.apache.commons.lang3","StringUtils","defaultIfBlank",1,18,2,28,20,1460.81,0.04,2,1,0,3,1,2,2,12.07,0,0,0,0,0,121.01,13,3,15,0,2,0
"","org.apache.commons.lang3","StringUtils","defaultIfEmpty",1,18,2,28,20,1460.81,0.04,2,1,0,3,1,2,2,12.07,0,0,0,0,0,121.01,13,3,15,0,2,0
"","org.apache.commons.lang3","ObjectUtils","defaultIfNull",1,18,2,24,17,1294.91,0.03,1,0,0,3,3,2,2,13.20,0,0,0,0,0,98.10,11,3,13,0,2,0
"","org.apache.commons.lang3","StringUtils","defaultString",1,18,2,18,15,562.59,0.02,1,0,0,3,3,1,2,8.00,0,0,0,0,0,70.32,8,3,10,0,2,0
"","org.apache.commons.lang3","StringUtils","defaultString",1,17,2,21,15,820.45,0.03,1,0,0,3,1,2,2,10.00,0,0,0,0,0,82.04,10,3,11,0,2,0
"","org.apache.commons.lang3.reflect","TypeUtilsTest","delegateBooleanAssertion",2,0,7,125,35,9256.75,0.21,5,5,0,14,0,4,1,14.44,3,0,0,0,2,641.16,63,17,62,1,30,0
"","org.apache.commons.lang3.builder","ReflectionToStringBuilderMutateInspectConcurrencyTest$TestFixture","delete",1,0,2,20,15,234.41,0.03,1,3,0,3,0,0,2,3.00,0,0,0,0,0,78.14,9,3,11,0,3,0
"","org.apache.commons.lang3.text","StrBuilder","delete",2,9,6,40,20,1815.21,0.06,1,0,2,8,1,2,1,10.50,1,0,0,0,1,172.88,21,9,19,1,4,0
"","org.apache.commons.lang3","CharSetUtils","delete",2,20,4,35,20,1479.06,0.05,2,1,2,6,3,2,2,9.78,0,0,0,0,1,151.27,16,5,19,1,3,0
"","org.apache.commons.lang3.text","StrBuilder","deleteAll",1,11,2,18,16,280.00,0.02,2,0,1,3,2,1,1,3.89,0,0,0,0,0,72.00,10,2,8,0,1,0
"","org.apache.commons.lang3.text","StrBuilder","deleteAll",5,7,14,74,31,8121.83,0.12,1,0,1,16,2,1,1,22.15,3,0,0,0,4,366.61,32,19,42,4,12,2
"","org.apache.commons.lang3.text","StrBuilder","deleteAll",3,7,8,62,29,5560.52,0.10,2,1,2,11,2,1,1,18.46,2,0,0,0,2,301.19,30,12,32,2,9,1
"","org.apache.commons.lang3.text","StrBuilder","deleteCharAt",2,9,5,35,23,1646.58,0.05,2,1,1,7,1,1,1,10.40,0,0,0,0,1,158.32,16,6,19,1,5,0
"","org.apache.commons.lang3.text","StrBuilder","deleteFirst",1,10,2,17,15,221.39,0.02,2,0,1,3,1,1,1,3.33,0,0,0,0,0,66.42,10,2,7,0,0,0
"","org.apache.commons.lang3.text","StrBuilder","deleteFirst",3,6,9,43,27,2427.96,0.07,1,0,1,9,1,1,1,11.88,1,0,0,0,2,204.46,19,8,24,2,5,1
"","org.apache.commons.lang3.text","StrBuilder","deleteFirst",3,6,7,56,28,4038.18,0.09,2,1,2,10,1,1,1,15.00,2,0,0,0,2,269.21,26,9,30,2,8,0
"","org.apache.commons.lang3.text","StrBuilder","deleteImpl",1,9,3,30,18,900.70,0.04,1,1,0,4,2,3,1,7.20,0,0,0,0,0,125.10,18,8,12,0,3,0
"","org.apache.commons.lang3","StringUtils","deleteWhitespace",5,16,15,97,32,11268.17,0.16,2,4,1,17,3,1,2,23.23,4,0,0,0,4,485.00,41,18,56,2,17,1
"","org.apache.commons.lang3","SerializationUtils","deserialize",2,20,4,38,24,2032.67,0.06,4,2,0,6,1,1,2,11.67,0,0,0,0,1,174.23,14,3,24,1,3,0
"","org.apache.commons.lang3","SerializationUtils","deserialize",7,34,14,113,39,12888.04,0.20,8,5,0,25,7,1,2,21.58,2,0,3,1,9,597.25,41,10,72,3,13,0
"","org.apache.commons.lang3.reflect","TypeUtils","determineTypeArguments",4,33,14,132,35,13710.57,0.23,6,1,6,19,7,2,2,20.25,5,0,0,2,3,677.07,54,20,78,1,12,0
"","org.apache.commons.lang3","StringUtils","difference",4,30,9,55,22,2820.59,0.08,1,1,1,13,3,2,2,11.50,1,0,0,0,3,245.27,23,11,32,1,5,0
"","org.apache.commons.lang3.math","Fraction","divideBy",3,10,6,42,23,1393.26,0.06,3,3,1,9,1,1,1,7.33,0,0,0,0,2,189.99,16,4,26,1,6,0
"","org.apache.commons.lang3.text","StrSubstitutorTest","doTestNoReplace",2,0,20,212,32,35934.00,0.35,5,5,2,23,0,1,1,33.90,2,0,0,13,2,1060.00,113,23,99,1,39,0
"","org.apache.commons.lang3.text","StrSubstitutorTest","doTestReplace",9,10,45,412,43,98330.07,0.75,6,16,2,54,14,3,1,43.98,7,0,0,0,8,2235.62,203,94,209,1,72,0
"","org.apache.commons.lang3.text","StrMatcher","doubleQuoteMatcher",1,5,2,9,9,85.59,0.01,1,0,0,3,1,0,2,3.00,0,0,0,0,0,28.53,3,1,6,0,0,0
"","org.apache.commons.lang3.math","Fraction","doubleValue",1,6,2,16,12,281.06,0.02,0,0,0,3,1,0,2,4.90,0,0,0,2,0,57.36,7,2,9,0,3,0
"","org.apache.commons.lang3.mutable","MutableByte","doubleValue",1,5,2,10,10,99.66,0.01,0,0,0,3,1,0,2,3.00,0,0,0,0,0,33.22,4,1,6,0,0,0
"","org.apache.commons.lang3.mutable","MutableDouble","doubleValue",1,5,2,10,10,99.66,0.01,0,0,0,3,1,0,2,3.00,0,0,0,0,0,33.22,4,1,6,0,0,0
"","org.apache.commons.lang3.mutable","MutableFloat","doubleValue",1,5,2,10,10,99.66,0.01,0,0,0,3,1,0,2,3.00,0,0,0,0,0,33.22,4,1,6,0,0,0
"","org.apache.commons.lang3.mutable","MutableInt","doubleValue",1,5,2,10,10,99.66,0.01,0,0,0,3,1,0,2,3.00,0,0,0,0,0,33.22,4,1,6,0,0,0
"","org.apache.commons.lang3.mutable","MutableLong","doubleValue",1,5,2,10,10,99.66,0.01,0,0,0,3,1,0,2,3.00,0,0,0,0,0,33.22,4,1,6,0,0,0
"","org.apache.commons.lang3.mutable","MutableShort","doubleValue",1,5,2,10,10,99.66,0.01,0,0,0,3,1,0,2,3.00,0,0,0,0,0,33.22,4,1,6,0,0,0
"","org.apache.commons.lang3.reflect","TypeUtilsTest","dummyMethod",1,0,1,102,29,4905.59,0.17,7,0,0,6,0,14,1,9.90,0,0,0,0,0,495.51,44,0,58,0,0,0
"","org.apache.commons.lang3","Range","elementCompareTo",4,11,8,45,23,1665.49,0.07,2,1,2,12,2,1,1,8.18,0,0,0,0,4,203.56,15,3,30,1,5,0
"","org.apache.commons.lang3.concurrent","TimedSemaphore","endOfPeriod",1,5,6,23,15,393.13,0.03,0,0,1,7,1,0,1,4.38,0,0,0,0,0,89.86,10,6,13,0,5,0
"","org.apache.commons.lang3.concurrent","TimedSemaphoreTest$TimedSemaphoreTestImpl","endOfPeriod",1,3,3,16,13,284.19,0.02,0,0,1,4,1,0,3,4.80,0,0,0,0,0,59.21,6,1,10,0,2,0
"","org.apache.commons.lang3","StringUtils","endsWith",1,25,2,19,13,410.13,0.02,1,0,1,3,3,2,2,5.83,0,0,0,0,0,70.31,10,2,9,0,0,0
"","org.apache.commons.lang3","StringUtils","endsWith",3,11,7,78,29,7307.79,0.13,2,2,0,10,1,3,2,19.29,1,0,0,0,2,378.92,36,13,42,1,15,0
"","org.apache.commons.lang3.text","StrBuilder","endsWith",6,8,16,85,33,7972.51,0.14,1,2,0,19,1,1,1,18.59,3,0,0,0,5,428.77,35,15,50,2,13,1
"","org.apache.commons.lang3","StringUtils","endsWithAny",4,18,10,51,25,2694.02,0.08,3,2,1,11,1,2,2,11.38,0,0,0,0,3,236.84,21,5,30,2,4,1
"","org.apache.commons.lang3","StringUtils","endsWithIgnoreCase",1,23,2,19,14,361.70,0.02,1,0,1,3,1,2,2,5.00,0,0,0,0,0,72.34,10,2,9,0,0,0
"","org.apache.commons.lang3.text","StrBuilder","ensureCapacity",2,6,6,45,27,2185.55,0.07,2,1,0,8,1,1,1,10.21,1,0,0,0,1,213.97,22,9,23,1,6,0
"","org.apache.commons.lang3","StringUtils","equals",4,23,8,74,28,5241.30,0.12,4,4,0,12,3,2,2,14.73,0,0,0,0,3,355.74,34,12,40,1,12,0
"","org.apache.commons.lang3","ArrayUtilsTest$Map.Entry<Object,Object>","equals",1,0,2,15,14,228.44,0.02,2,1,0,3,0,1,2,4.00,0,0,0,0,0,57.11,6,0,9,0,1,0
"","org.apache.commons.lang3","CharRange","equals",3,9,7,57,26,3349.06,0.09,2,0,0,10,3,1,2,12.50,1,0,0,1,2,267.93,25,12,32,1,10,0
"","org.apache.commons.lang3","CharSet","equals",3,13,7,47,23,2319.35,0.07,2,1,0,10,3,1,2,10.91,1,0,0,1,2,212.61,20,6,27,1,6,0
"","org.apache.commons.lang3","Range","equals",3,11,7,74,34,5647.08,0.13,3,2,1,13,4,1,2,15.00,1,0,0,1,3,376.47,30,10,44,1,11,0
"","org.apache.commons.lang3.builder","CompareToBuilderTest$TestObject","equals",3,0,7,45,24,2194.53,0.07,2,0,0,10,0,1,2,10.64,1,0,0,1,2,206.32,18,6,27,1,6,0
"","org.apache.commons.lang3.builder","CompareToBuilderTest$TestSubObject","equals",3,0,7,51,26,2936.60,0.08,2,0,1,10,0,1,2,12.25,1,0,0,1,2,239.72,21,7,30,1,8,0
"","org.apache.commons.lang3.builder","EqualsBuilderTest$TestACanEqualB","equals",4,0,8,60,24,2676.91,0.09,3,2,0,12,0,1,2,9.73,0,0,0,2,3,275.10,23,7,37,1,9,0
"","org.apache.commons.lang3.builder","EqualsBuilderTest$TestBCanEqualA","equals",4,0,8,60,24,2676.91,0.09,3,2,0,12,0,1,2,9.73,0,0,0,2,3,275.10,23,7,37,1,9,0
"","org.apache.commons.lang3.builder","EqualsBuilderTest$TestObject","equals",4,0,9,56,25,2640.57,0.09,2,1,1,9,0,1,2,10.15,1,0,0,1,3,260.06,22,7,34,1,8,0
"","org.apache.commons.lang3.builder","EqualsBuilderTest$TestObjectReference","equals",1,0,2,18,16,324.00,0.02,2,1,0,3,0,1,2,4.50,0,0,0,0,0,72.00,9,1,9,0,1,0
"","org.apache.commons.lang3.builder","EqualsBuilderTest$TestSubObject","equals",4,0,9,62,27,3421.82,0.10,2,1,2,9,0,1,2,11.61,1,0,0,1,3,294.80,25,8,37,1,10,0
"","org.apache.commons.lang3.builder","HashCodeBuilderTest$TestObject","equals",3,0,7,45,24,2194.53,0.07,2,0,0,10,0,1,2,10.64,1,0,0,1,2,206.32,18,6,27,1,6,0
"","org.apache.commons.lang3.builder","HashCodeBuilderTest$TestSubObject","equals",3,0,7,51,26,2936.60,0.08,2,0,1,10,0,1,2,12.25,1,0,0,1,2,239.72,21,7,30,1,8,0
"","org.apache.commons.lang3.builder","IDKey","equals",3,6,7,47,24,2866.06,0.07,2,0,0,10,2,1,2,13.30,1,0,0,1,2,215.49,19,8,28,1,6,0
"","org.apache.commons.lang3.concurrent","ConstantInitializer","equals",3,9,7,59,28,3781.79,0.09,4,2,1,10,1,1,2,13.33,1,0,0,1,2,283.63,20,4,39,1,8,0
"","org.apache.commons.lang3.math","Fraction","equals",3,10,7,55,25,3043.66,0.09,2,2,2,11,3,1,2,11.92,1,0,0,1,2,255.41,22,5,33,1,12,0
"","org.apache.commons.lang3.mutable","MutableBoolean","equals",2,9,4,30,20,950.82,0.04,2,1,0,6,2,1,2,7.33,0,0,0,1,1,129.66,12,3,18,1,4,0
"","org.apache.commons.lang3.mutable","MutableByte","equals",2,9,4,30,20,950.82,0.04,2,1,0,6,2,1,2,7.33,0,0,0,1,1,129.66,12,3,18,1,4,0
"","org.apache.commons.lang3.mutable","MutableDouble","equals",1,30,2,32,20,1267.77,0.05,3,1,0,4,2,1,2,9.17,0,0,0,1,0,138.30,15,4,17,0,6,0
"","org.apache.commons.lang3.mutable","MutableFloat","equals",1,32,2,32,20,1267.77,0.05,3,1,0,4,2,1,2,9.17,0,0,0,1,0,138.30,15,4,17,0,6,0
"","org.apache.commons.lang3.mutable","MutableInt","equals",2,9,4,30,20,950.82,0.04,2,1,0,6,2,1,2,7.33,0,0,0,1,1,129.66,12,3,18,1,4,0
"","org.apache.commons.lang3.mutable","MutableLong","equals",2,9,4,30,20,950.82,0.04,2,1,0,6,2,1,2,7.33,0,0,0,1,1,129.66,12,3,18,1,4,0
"","org.apache.commons.lang3.mutable","MutableObject","equals",4,13,9,70,28,4853.58,0.11,3,2,1,14,2,1,2,14.42,1,0,0,1,4,336.51,25,7,45,1,8,0
"","org.apache.commons.lang3.mutable","MutableShort","equals",2,9,4,30,20,950.82,0.04,2,1,0,6,2,1,2,7.33,0,0,0,1,1,129.66,12,3,18,1,4,0
"","org.apache.commons.lang3.text","ExtendedMessageFormat","equals",7,6,15,95,29,6189.64,0.15,3,2,2,22,1,1,2,13.41,1,0,0,1,6,461.51,38,11,57,1,11,0
"","org.apache.commons.lang3.text","StrBuilder","equals",2,7,4,26,16,735.43,0.03,2,0,1,6,1,1,2,7.07,0,0,0,1,1,104.00,11,2,15,1,3,0
"","org.apache.commons.lang3.time","DurationFormatUtils$Token","equals",6,6,13,115,29,11992.74,0.19,4,4,0,19,1,1,2,21.47,1,0,0,1,6,558.67,46,19,69,2,14,0
"","org.apache.commons.lang3.time","FastDateFormat","equals",2,9,5,38,21,1891.62,0.06,2,1,0,7,4,1,2,11.33,1,0,0,1,1,166.91,17,5,21,1,5,0
"","org.apache.commons.lang3.time","FastDateParser","equals",2,8,5,54,24,3511.25,0.08,2,3,0,9,3,1,2,14.18,1,0,0,1,1,247.59,24,11,30,1,9,0
"","org.apache.commons.lang3.time","FastDatePrinter$TimeZoneDisplayKey","equals",3,3,7,59,26,3605.24,0.09,2,2,0,13,1,1,2,13.00,1,0,0,1,2,277.33,26,12,33,1,9,0
"","org.apache.commons.lang3.time","FastDatePrinter","equals",2,8,5,54,24,3657.55,0.08,2,3,0,9,3,1,2,14.77,1,0,0,1,1,247.59,25,11,29,1,9,0
"","org.apache.commons.lang3.time","FormatCache$MultipartKey","equals",1,6,2,23,16,506.00,0.03,3,1,0,3,4,1,2,5.50,0,0,0,1,0,92.00,11,3,12,0,2,0
"","org.apache.commons.lang3.tuple","Pair","equals",3,6,7,77,30,6045.29,0.13,4,3,2,11,1,1,2,16.00,1,0,0,1,2,377.83,28,5,49,1,11,0
"","org.apache.commons.lang3.tuple","Triple","equals",3,6,7,85,30,7150.04,0.14,4,4,3,12,1,1,2,17.14,1,0,0,1,2,417.09,30,6,55,1,15,0
"","org.apache.commons.lang3","ObjectUtils","equals",3,21,6,41,19,2035.55,0.06,1,1,0,9,3,2,2,11.69,0,0,0,0,2,174.17,17,6,24,1,5,0
"","org.apache.commons.lang3","AnnotationUtils","equals",9,12,24,177,53,25902.03,0.34,8,7,2,32,2,2,2,25.55,4,0,2,0,9,1013.84,72,23,105,4,25,1
"","org.apache.commons.lang3","StringUtilsEqualsIndexOfTest$CustomCharSequence","equals",2,0,5,42,24,2426.36,0.06,2,1,0,7,0,1,2,12.60,1,0,0,1,1,192.57,18,6,24,1,7,0
"","org.apache.commons.lang3.text","StrBuilder","equals",5,7,14,80,32,6000.00,0.13,1,0,0,16,1,1,1,15.00,3,0,0,0,4,400.00,34,14,46,2,10,1
"","org.apache.commons.lang3","StringUtils","equalsIgnoreCase",4,21,8,70,25,5106.31,0.11,2,2,0,11,1,2,2,15.71,0,0,0,0,4,325.07,29,11,41,1,10,0
"","org.apache.commons.lang3.text","StrBuilder","equalsIgnoreCase",5,37,16,104,37,9494.10,0.18,2,1,0,18,31,1,1,17.52,5,0,0,0,4,541.78,46,18,58,2,16,1
"","org.apache.commons.lang3","StringEscapeUtils","escapeCsv",1,23,2,17,13,352.28,0.02,1,1,0,3,2,1,3,5.60,0,0,0,0,0,62.91,7,2,10,0,1,0
"","org.apache.commons.lang3","StringEscapeUtils","escapeEcmaScript",1,25,2,17,13,352.28,0.02,1,1,0,3,1,1,3,5.60,0,0,0,0,0,62.91,7,2,10,0,1,0
"","org.apache.commons.lang3","StringEscapeUtils","escapeHtml3",1,9,2,17,13,352.28,0.02,1,1,0,3,1,1,3,5.60,0,0,0,0,0,62.91,7,2,10,0,1,0
"","org.apache.commons.lang3","StringEscapeUtils","escapeHtml4",1,29,2,17,13,352.28,0.02,1,1,0,3,3,1,3,5.60,0,0,0,0,0,62.91,7,2,10,0,1,0
"","org.apache.commons.lang3","StringEscapeUtils","escapeJava",1,23,2,17,13,352.28,0.02,1,1,0,3,3,1,3,5.60,0,0,0,0,0,62.91,7,2,10,0,1,0
"","org.apache.commons.lang3","StringEscapeUtils","escapeJson",1,25,2,17,13,352.28,0.02,1,1,0,3,1,1,3,5.60,0,0,0,0,0,62.91,7,2,10,0,1,0
"","org.apache.commons.lang3.time","FastDateParser","escapeRegex",7,16,26,143,40,18368.63,0.25,2,3,0,30,9,3,2,24.14,2,0,0,0,5,761.04,59,28,84,3,22,1
"","org.apache.commons.lang3","StringEscapeUtils","escapeXml",1,20,2,17,13,352.28,0.02,1,1,0,3,2,1,3,5.60,0,0,0,0,0,62.91,7,2,10,0,1,0
"","org.apache.commons.lang3.time","FastDatePrinter$CharacterLiteral","estimateLength",1,3,2,10,10,99.66,0.01,0,0,0,3,1,0,2,3.00,0,0,0,0,0,33.22,4,0,6,0,0,0
"","org.apache.commons.lang3.time","FastDatePrinter$PaddedNumberField","estimateLength",1,3,2,10,10,99.66,0.01,0,0,0,3,1,0,2,3.00,0,0,0,0,0,33.22,4,0,6,0,0,0
"","org.apache.commons.lang3.time","FastDatePrinter$Rule","estimateLength",1,16,1,15,13,111.01,0.02,0,0,0,1,3,0,0,2.00,0,0,0,0,0,55.51,9,0,6,0,0,0
"","org.apache.commons.lang3.time","FastDatePrinter$StringLiteral","estimateLength",1,3,2,13,12,163.12,0.02,0,1,0,3,1,0,2,3.50,0,0,0,0,0,46.60,5,1,8,0,1,0
"","org.apache.commons.lang3.time","FastDatePrinter$TextField","estimateLength",3,3,10,51,24,3764.71,0.08,0,1,0,10,1,0,2,16.10,3,0,0,0,2,233.83,23,10,28,2,8,1
"","org.apache.commons.lang3.time","FastDatePrinter$TimeZoneNameRule","estimateLength",1,6,2,21,15,323.05,0.03,1,2,0,3,4,0,2,3.94,0,0,0,0,0,82.04,9,2,12,0,3,0
"","org.apache.commons.lang3.time","FastDatePrinter$TimeZoneNumberRule","estimateLength",1,3,2,10,10,99.66,0.01,0,0,0,3,1,0,2,3.00,0,0,0,0,0,33.22,4,0,6,0,0,0
"","org.apache.commons.lang3.time","FastDatePrinter$TwelveHourField","estimateLength",1,3,2,13,11,196.76,0.01,0,1,0,3,1,0,2,4.38,0,0,0,0,0,44.97,5,1,8,0,1,0
"","org.apache.commons.lang3.time","FastDatePrinter$TwentyFourHourField","estimateLength",1,3,2,13,11,196.76,0.01,0,1,0,3,1,0,2,4.38,0,0,0,0,0,44.97,5,1,8,0,1,0
"","org.apache.commons.lang3.time","FastDatePrinter$TwoDigitMonthField","estimateLength",1,3,2,10,10,99.66,0.01,0,0,0,3,1,0,2,3.00,0,0,0,0,0,33.22,4,0,6,0,0,0
"","org.apache.commons.lang3.time","FastDatePrinter$TwoDigitNumberField","estimateLength",1,3,2,10,10,99.66,0.01,0,0,0,3,1,0,2,3.00,0,0,0,0,0,33.22,4,0,6,0,0,0
"","org.apache.commons.lang3.time","FastDatePrinter$TwoDigitYearField","estimateLength",1,3,2,10,10,99.66,0.01,0,0,0,3,1,0,2,3.00,0,0,0,0,0,33.22,4,0,6,0,0,0
"","org.apache.commons.lang3.time","FastDatePrinter$UnpaddedMonthField","estimateLength",1,3,2,10,10,99.66,0.01,0,0,0,3,1,0,2,3.00,0,0,0,0,0,33.22,4,0,6,0,0,0
"","org.apache.commons.lang3.time","FastDatePrinter$UnpaddedNumberField","estimateLength",1,3,2,10,10,99.66,0.01,0,0,0,3,1,0,2,3.00,0,0,0,0,0,33.22,4,0,6,0,0,0
"","org.apache.commons.lang3.event","EventUtilsTest$MultipleEventListener","event1",1,0,1,17,11,220.54,0.02,1,0,0,1,0,1,1,3.75,0,0,0,0,0,58.81,9,0,8,0,0,0
"","org.apache.commons.lang3.event","EventUtilsTest$MultipleEventListener","event2",1,0,1,17,11,220.54,0.02,1,0,0,1,0,1,1,3.75,0,0,0,0,0,58.81,9,0,8,0,0,0
"","org.apache.commons.lang3.event","EventUtilsTest$EventCounter","eventOccurred",1,0,2,8,8,60.00,0.01,0,0,0,4,0,0,1,2.50,0,0,0,0,0,24.00,3,1,5,0,1,0
"","org.apache.commons.lang3.event","EventUtilsTest$EventCounterWithEvent","eventOccurred",1,0,2,11,11,114.16,0.01,1,0,0,4,0,1,1,3.00,0,0,0,0,0,38.05,5,1,6,0,1,0
"","org.apache.commons.lang3","Validate","exclusiveBetween",2,18,3,52,28,3605.52,0.08,4,3,0,5,4,3,2,14.42,0,0,0,0,1,249.98,25,8,27,1,7,0
"","org.apache.commons.lang3","Validate","exclusiveBetween",2,19,3,57,31,4066.40,0.09,5,3,0,5,2,5,2,14.40,0,0,0,0,1,282.39,27,6,30,1,7,0
"","org.apache.commons.lang3.reflect","ConstructorUtilsTest","expectMatchingAccessibleConstructorParameterTypes",1,0,3,63,28,2952.92,0.10,5,3,2,8,0,3,1,9.75,1,0,0,0,0,302.86,26,6,37,0,9,0
"","org.apache.commons.lang3.reflect","MethodUtilsTest","expectMatchingAccessibleMethodParameterTypes",1,0,3,64,30,3035.73,0.10,6,3,2,8,0,4,1,9.67,1,0,0,0,0,314.04,29,7,35,0,9,0
"","org.apache.commons.lang3.concurrent","ConcurrentUtils","extractCause",2,18,5,42,20,2314.39,0.06,2,3,1,7,1,1,2,12.75,0,0,0,0,1,181.52,17,5,25,1,8,0
"","org.apache.commons.lang3.concurrent","ConcurrentUtils","extractCauseUnchecked",2,12,5,42,20,2314.39,0.06,2,3,1,8,1,1,2,12.75,0,0,0,0,1,181.52,17,5,25,1,8,0
"","org.apache.commons.lang3","HashSetvBitSetTest","extractIndices",2,0,7,58,26,4461.14,0.09,1,2,0,9,0,1,2,16.36,3,0,0,0,1,272.63,24,8,34,1,13,1
"","org.apache.commons.lang3","HashSetvBitSetTest","extractIndices",2,0,9,52,27,3776.25,0.08,2,2,0,8,0,1,2,15.27,2,0,0,0,1,247.25,21,6,31,1,8,1
"","org.apache.commons.lang3.event","EventListenerSupport","fire",1,8,2,8,8,60.00,0.01,1,0,0,3,1,0,1,2.50,0,0,0,0,0,24.00,3,1,5,0,0,0
"","org.apache.commons.lang3","ObjectUtils","firstNonNull",4,22,9,39,19,3247.12,0.06,1,0,0,10,1,1,2,19.60,0,0,0,0,3,165.67,14,4,25,3,2,1
"","org.apache.commons.lang3.math","Fraction","floatValue",1,6,2,16,12,281.06,0.02,0,0,0,3,1,0,2,4.90,0,0,0,2,0,57.36,7,2,9,0,3,0
"","org.apache.commons.lang3.mutable","MutableByte","floatValue",1,5,2,10,10,99.66,0.01,0,0,0,3,1,0,2,3.00,0,0,0,0,0,33.22,4,1,6,0,0,0
"","org.apache.commons.lang3.mutable","MutableDouble","floatValue",1,5,2,12,10,149.49,0.01,0,0,0,3,1,0,2,3.75,0,0,0,1,0,39.86,5,1,7,0,1,0
"","org.apache.commons.lang3.mutable","MutableFloat","floatValue",1,5,2,10,10,99.66,0.01,0,0,0,3,1,0,2,3.00,0,0,0,0,0,33.22,4,1,6,0,0,0
"","org.apache.commons.lang3.mutable","MutableInt","floatValue",1,5,2,10,10,99.66,0.01,0,0,0,3,1,0,2,3.00,0,0,0,0,0,33.22,4,1,6,0,0,0
"","org.apache.commons.lang3.mutable","MutableLong","floatValue",1,5,2,10,10,99.66,0.01,0,0,0,3,1,0,2,3.00,0,0,0,0,0,33.22,4,1,6,0,0,0
"","org.apache.commons.lang3.mutable","MutableShort","floatValue",1,5,2,10,10,99.66,0.01,0,0,0,3,1,0,2,3.00,0,0,0,0,0,33.22,4,1,6,0,0,0
"","org.apache.commons.lang3.text","StrBuilder$StrBuilderWriter","flush",1,2,1,7,7,39.30,0.01,0,0,0,2,2,0,2,2.00,0,0,0,0,0,19.65,3,0,4,0,0,0
"","org.apache.commons.lang3.reflect","MethodUtilsTest$TestBean","foo",1,0,2,8,8,60.00,0.01,1,0,0,3,0,0,1,2.50,0,0,0,0,0,24.00,3,0,5,0,0,0
"","org.apache.commons.lang3.reflect","MethodUtilsTest$TestBeanWithInterfaces","foo",1,0,2,8,8,60.00,0.01,1,0,0,3,0,0,1,2.50,0,0,0,0,0,24.00,3,0,5,0,0,0
"","org.apache.commons.lang3.reflect","MethodUtilsTest$TestBean","foo",1,0,2,11,11,114.16,0.01,1,0,0,3,0,1,1,3.00,0,0,0,0,0,38.05,5,0,6,0,0,0
"","org.apache.commons.lang3.reflect","MethodUtilsTest$TestBean","foo",1,0,2,11,11,114.16,0.01,1,0,0,3,0,1,1,3.00,0,0,0,0,0,38.05,5,0,6,0,0,0
"","org.apache.commons.lang3.reflect","MethodUtilsTest$TestBean","foo",1,0,2,11,11,114.16,0.01,2,0,0,3,0,1,1,3.00,0,0,0,0,0,38.05,5,0,6,0,0,0
"","org.apache.commons.lang3.reflect","MethodUtilsTest$TestBean","foo",1,0,2,11,10,137.03,0.01,1,0,0,3,0,1,1,3.75,0,0,0,0,0,36.54,5,0,6,0,0,0
"","org.apache.commons.lang3.reflect","MethodUtilsTest$TestBean","foo",1,0,2,11,11,114.16,0.01,2,0,0,3,0,1,1,3.00,0,0,0,0,0,38.05,5,0,6,0,0,0
"","org.apache.commons.lang3.time","DurationFormatUtils","format",11,15,39,404,66,104047.67,0.81,6,9,0,54,2,9,1,42.61,8,0,0,0,12,2441.94,196,77,208,4,73,1
